favorited,favoriteCount,replyToSN,created,,,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted
FALSE,0,kaushikcbasu,13-09-2021 15:14,,,1.43743E+018,17797666,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",nmleo1,0,FALSE,FALSE
FALSE,0,NA,13-09-2021 14:55,,,1.43743E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RanjayVishwka13,20,TRUE,FALSE
FALSE,0,NA,13-09-2021 14:44,,,1.43743E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AslamKh29598692,6,TRUE,FALSE
FALSE,0,NA,13-09-2021 14:24,,,1.43742E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BreakiNews,41,TRUE,FALSE
FALSE,0,NA,13-09-2021 14:24,,,1.43742E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nca1950,1225,TRUE,FALSE
FALSE,0,NA,13-09-2021 14:24,,,1.43742E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BreakiNews,59,TRUE,FALSE
FALSE,0,NA,13-09-2021 14:23,,,1.43742E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BreakiNews,55,TRUE,FALSE
FALSE,0,NA,13-09-2021 14:23,,,1.43742E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nca1950,55,TRUE,FALSE
FALSE,0,NA,13-09-2021 14:18,,,1.43742E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",karanpal32,20,TRUE,FALSE
FALSE,0,NA,13-09-2021 14:13,,,1.43742E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sanjai2july,20,TRUE,FALSE
FALSE,0,NA,13-09-2021 14:09,,,1.43742E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pp4aap,20,TRUE,FALSE
FALSE,0,NA,13-09-2021 14:03,,,1.43742E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sangeeta_Kalyan,20,TRUE,FALSE
FALSE,0,NA,13-09-2021 14:01,,,1.43742E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jay_Mann_UK,20,TRUE,FALSE
FALSE,0,NA,13-09-2021 13:54,,,1.43741E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BreakiNews,20,TRUE,FALSE
FALSE,0,NA,13-09-2021 13:39,,,1.43741E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ramkumarjha,20,TRUE,FALSE
FALSE,0,NA,13-09-2021 13:28,,,1.43741E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TMS190,20,TRUE,FALSE
FALSE,0,NA,13-09-2021 13:25,,,1.43741E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Amit87884787,20,TRUE,FALSE
FALSE,0,NA,13-09-2021 13:18,,,1.43741E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",matheswaranc,20,TRUE,FALSE
FALSE,0,NA,13-09-2021 13:14,,,1.4374E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",utkarshvats007,20,TRUE,FALSE
FALSE,0,NA,13-09-2021 13:12,,,1.4374E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Truedemocracy1,20,TRUE,FALSE
FALSE,0,NA,13-09-2021 13:10,,,1.4374E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bhatvicky73,20,TRUE,FALSE
FALSE,35,NA,13-09-2021 13:09,,,1.4374E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aartic02,20,FALSE,FALSE
FALSE,0,NA,13-09-2021 13:06,,,1.4374E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tom_Chandlerr,1,TRUE,FALSE
FALSE,7,NA,13-09-2021 13:04,,,1.4374E+018,NA,"<a href=""http://tamil.oneindia.in/"" rel=""nofollow"">Oneindia Tamil</a>",thatsTamil,1,FALSE,FALSE
FALSE,0,NA,13-09-2021 12:37,,,1.4374E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",143_pushpendra,55,TRUE,FALSE
FALSE,0,NA,13-09-2021 12:37,,,1.43739E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",143_pushpendra,59,TRUE,FALSE
FALSE,0,NA,13-09-2021 12:37,,,1.43739E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",143_pushpendra,1225,TRUE,FALSE
FALSE,0,NA,13-09-2021 11:37,,,1.43738E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",indian_nagrik,41,TRUE,FALSE
FALSE,0,NA,13-09-2021 11:37,,,1.43738E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",indian_nagrik,59,TRUE,FALSE
FALSE,0,NA,13-09-2021 11:36,,,1.43738E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DevSarkaar,1225,TRUE,FALSE
FALSE,0,NA,13-09-2021 11:36,,,1.43738E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DevSarkaar,41,TRUE,FALSE
FALSE,0,NA,13-09-2021 11:36,,,1.43738E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DevSarkaar,55,TRUE,FALSE
FALSE,0,NA,13-09-2021 11:09,,,1.43737E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ispakKh62244846,6,TRUE,FALSE
FALSE,0,NA,13-09-2021 10:25,,,1.43736E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jeena203,41,TRUE,FALSE
FALSE,0,NA,13-09-2021 10:25,,,1.43736E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jeena203,59,TRUE,FALSE
FALSE,0,NA,13-09-2021 10:24,,,1.43736E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jeena203,1225,TRUE,FALSE
FALSE,0,NA,13-09-2021 10:24,,,1.43736E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jeena203,55,TRUE,FALSE
FALSE,0,NA,13-09-2021 08:19,,,1.43733E+018,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",EncourageAAP,6,TRUE,FALSE
FALSE,0,NA,13-09-2021 07:23,,,1.43732E+018,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",festivalbharat,3,TRUE,FALSE
FALSE,14,NA,13-09-2021 07:23,,,1.43732E+018,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",CittiMedia,3,FALSE,FALSE
FALSE,15,NA,13-09-2021 07:14,,,1.43731E+018,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tayab_khan,6,FALSE,FALSE
FALSE,0,NA,13-09-2021 04:10,,,1.43727E+018,NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">ForGlobalGoals</a>",ForGlobalGoals,1,TRUE,FALSE
FALSE,0,NA,13-09-2021 03:48,,,1.43726E+018,NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>",TopMostShop,1,FALSE,FALSE
FALSE,0,NA,13-09-2021 03:21,,,1.43725E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LipuParida14,0,FALSE,FALSE
FALSE,0,ANI,13-09-2021 02:54,,,1.43725E+018,355989081,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SagarArolkar,0,FALSE,FALSE
FALSE,0,NA,13-09-2021 02:12,,,1.43724E+018,NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>",ModernWorldCen,0,FALSE,FALSE
FALSE,0,NA,12-09-2021 15:03,,,1.43707E+018,NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>",RevolutionsCen,0,FALSE,FALSE
FALSE,0,NA,12-09-2021 08:19,,,1.43697E+018,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Selva56088528,5,TRUE,FALSE
FALSE,0,NA,12-09-2021 08:16,,,1.43697E+018,NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>",TopMostShop,0,FALSE,FALSE
FALSE,0,NA,12-09-2021 08:06,,,1.43696E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RAsnani,0,FALSE,FALSE
FALSE,0,NA,12-09-2021 07:21,,,1.43695E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cperiyadurai,5,TRUE,FALSE
FALSE,0,NA,12-09-2021 06:48,,,1.43694E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RahulRe65229032,5,TRUE,FALSE
FALSE,0,NA,12-09-2021 06:36,,,1.43694E+018,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kathir1985hi,5,TRUE,FALSE
FALSE,17,NA,12-09-2021 06:29,,,1.43694E+018,NA,"<a href=""http://tamil.oneindia.in/"" rel=""nofollow"">Oneindia Tamil</a>",thatsTamil,5,FALSE,FALSE
FALSE,0,NA,12-09-2021 06:13,,,1.43694E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LipuParida14,0,FALSE,FALSE
FALSE,0,i_amdinesh,12-09-2021 05:14,,,1.43692E+018,48274874,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hirak015,0,FALSE,FALSE
FALSE,0,AunindyoC,12-09-2021 03:55,,,1.4369E+018,8.42307E+017,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",vikrameffects,0,FALSE,FALSE
FALSE,0,NA,12-09-2021 02:38,,,1.43688E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ajayramsali1,47,TRUE,FALSE
FALSE,0,NA,12-09-2021 02:05,,,1.43687E+018,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SamayamTamil,0,FALSE,FALSE
FALSE,0,NA,11-09-2021 12:46,,,1.43667E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sanjeebkrKumar1,3,TRUE,FALSE
FALSE,0,NA,11-09-2021 10:28,,,1.43664E+018,NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>",TopMostShop,0,FALSE,FALSE
FALSE,0,NA,11-09-2021 09:15,,,1.43662E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rsdaroga,6,TRUE,FALSE
FALSE,0,NA,11-09-2021 08:06,,,1.4366E+018,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ashishsonde,6,TRUE,FALSE
FALSE,0,NA,11-09-2021 07:59,,,1.4366E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ibmmano,6,TRUE,FALSE
FALSE,0,NA,11-09-2021 07:48,,,1.4366E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BarbasBarbad,6,TRUE,FALSE
FALSE,0,NA,11-09-2021 07:47,,,1.4366E+018,NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>",ModernWorldCen,0,FALSE,FALSE
FALSE,0,NA,11-09-2021 07:41,,,1.4366E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rash_rahman,6,TRUE,FALSE
FALSE,12,NA,11-09-2021 07:36,,,1.43659E+018,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",sanjukta,6,FALSE,FALSE
FALSE,0,NA,11-09-2021 07:32,,,1.43659E+018,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Sumit19870_,0,FALSE,FALSE
FALSE,0,NA,11-09-2021 04:30,,,1.43655E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sposhy0007,3,TRUE,FALSE
FALSE,0,NA,11-09-2021 04:22,,,1.43655E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ni123tesh,3,TRUE,FALSE
FALSE,0,NA,11-09-2021 03:20,,,1.43653E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ajayramsali1,101,TRUE,FALSE
FALSE,1,NA,11-09-2021 01:47,,,1.43651E+018,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shoib786,0,FALSE,FALSE
FALSE,0,NA,10-09-2021 22:38,,,1.43646E+018,NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>",RevolutionsCen,0,FALSE,FALSE
FALSE,11,Abhinav_Pan,10-09-2021 19:42,,,1.43641E+018,2786014886,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ni123tesh,3,FALSE,FALSE
FALSE,0,NA,10-09-2021 14:50,,,1.43634E+018,NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>",TopMostShop,0,FALSE,FALSE
FALSE,2,NA,10-09-2021 14:07,,,1.43633E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",deshkineeti,0,FALSE,FALSE
FALSE,0,NA,10-09-2021 12:04,,,1.4363E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",angryyoungman55,2,TRUE,FALSE
FALSE,2,highline113,10-09-2021 11:43,,,1.43629E+018,1.38833E+018,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Scimitar_SS,2,FALSE,FALSE
FALSE,0,NA,10-09-2021 09:23,,,1.43626E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TusharM24518320,19,TRUE,FALSE
FALSE,0,NA,10-09-2021 09:03,,,1.43625E+018,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",siraj2284,92,TRUE,FALSE
FALSE,0,NA,10-09-2021 04:30,,,1.43619E+018,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tape__reader,1,TRUE,FALSE
FALSE,3,NA,10-09-2021 03:51,,,1.43618E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Makarand_S,0,FALSE,FALSE
FALSE,0,Abhinav_Pan,10-09-2021 02:44,,,1.43616E+018,2786014886,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",D7349181464,0,FALSE,FALSE
FALSE,0,NA,09-09-2021 17:10,,,1.43601E+018,NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">ForGlobalGoals</a>",ForGlobalGoals,1,TRUE,FALSE
FALSE,0,NA,09-09-2021 17:02,,,1.43601E+018,NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>",TopMostShop,1,FALSE,FALSE
FALSE,0,NA,09-09-2021 13:26,,,1.43596E+018,NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>",ModernWorldCen,0,FALSE,FALSE
FALSE,0,NA,09-09-2021 12:32,,,1.43594E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bhagwan_Hoon,0,FALSE,FALSE
FALSE,0,NA,09-09-2021 12:12,,,1.43594E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PSRaipure,255,TRUE,FALSE
FALSE,0,NA,09-09-2021 08:45,,,1.43589E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hemirdesai,4,TRUE,FALSE
FALSE,0,NA,09-09-2021 08:02,,,1.43588E+018,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",jerryrajrod1,1,TRUE,FALSE
FALSE,0,NA,09-09-2021 06:16,,,1.43585E+018,NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>",RevolutionsCen,0,FALSE,FALSE
FALSE,0,NA,09-09-2021 06:15,,,1.43585E+018,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",peepal59,1,TRUE,FALSE
FALSE,4,NA,09-09-2021 05:50,,,1.43584E+018,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",santheepnair,1,FALSE,FALSE
FALSE,5,Swamy39,09-09-2021 04:29,,,1.43582E+018,60937837,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bspassanha,1,FALSE,FALSE
FALSE,0,NA,08-09-2021 21:29,,,1.43572E+018,NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>",TopMostShop,0,FALSE,FALSE
FALSE,0,Ziddihume1,08-09-2021 18:12,,,1.43567E+018,1.432E+018,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NKPrasa77247245,0,FALSE,FALSE
FALSE,0,NA,08-09-2021 15:39,,,1.43563E+018,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",nanditakhaire,8,TRUE,FALSE
FALSE,0,NA,08-09-2021 13:55,,,1.4356E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",arvind151990,19,TRUE,FALSE
FALSE,0,urvish2020,08-09-2021 10:33,,,1.43555E+018,1.24132E+018,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",D7349181464,0,FALSE,FALSE
FALSE,0,NA,08-09-2021 06:12,,,1.43549E+018,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mayank21409609,1292,TRUE,FALSE
